problems,artist,artist_normalized,title,date,medium,dimensions,categories,file_name,file_url,description_url
,Caspar David Friedrich,casparfriedrich,Chalk Cliffs on Rügen,circa 1818/1819,oil on canvas,90 × 70 cm (35.4 × 27.6 in),1810s paintings by Caspar David Friedrich~Paintings in Museum Oskar Reinhart~Rügen in art~1818 paintings~19th-century oil on canvas paintings~Paintings of people in nature~Baltic Sea in art~Nationalpark Jasmund~Romantic landscape paintings~Cliffs in art,images/ casparfriedrich_00000036.jpg,http://upload.wikimedia.org/wikipedia/commons/5/57/Caspar_David_Friedrich_Chalk_Cliffs_on_R%C3%BCgen.jpg,http://commons.wikimedia.org/wiki/File:Caspar_David_Friedrich_Chalk_Cliffs_on_R%C3%BCgen.jpg
,Dante Gabriel Rossetti,danterossetti,Paolo and Francesca da Rimini,1867," watercolour, gouache and gum arabic over pencil on 2 sheets of paper English: watercolour, gouache and gum arabic over pencil on 2 sheets of paper",Height:  437 mm (17.2 in). Width:  361 mm (14.21 in).,Paintings by Dante Gabriel Rossetti~Paolo e Francesca~Pre-Raphaelite paintings of Italian Renaissance~Historical drawings of the Middle Ages by Dante Gabriel Rossetti~Pre-Raphaelite paintings of couples~1860s watercolor paintings~Stained glass windows~People at windows in art~Paintings of couples in rooms~Paintings of couples in love~Paintings in the National Gallery of Australia~Gouache paintings~Rose windows,images/ danterossetti_00000037.jpg,http://upload.wikimedia.org/wikipedia/commons/7/7f/Dante_Gabriel_Rossetti_-_Paolo_and_Francesca_da_Rimini_-_Google_Art_Project.jpg,http://commons.wikimedia.org/wiki/File:Dante_Gabriel_Rossetti_-_Paolo_and_Francesca_da_Rimini_-_Google_Art_Project.jpg
,Dante Gabriel Rossetti,danterossetti,Paolo and Francesca da Rimini,1867," watercolour, gouache and gum arabic over pencil on 2 sheets of paper English: watercolour, gouache and gum arabic over pencil on 2 sheets of paper",Height:  437 mm (17.2 in). Width:  361 mm (14.21 in).,Paintings by Dante Gabriel Rossetti~Paolo e Francesca~Pre-Raphaelite paintings of Italian Renaissance~Historical drawings of the Middle Ages by Dante Gabriel Rossetti~Pre-Raphaelite paintings of couples~1860s watercolor paintings~Stained glass windows~People at windows in art~Paintings of couples in rooms~Paintings of couples in love~Paintings in the National Gallery of Australia~Gouache paintings~Rose windows,images/ danterossetti_00000038.jpg,http://upload.wikimedia.org/wikipedia/commons/7/7f/Dante_Gabriel_Rossetti_-_Paolo_and_Francesca_da_Rimini_-_Google_Art_Project.jpg,http://commons.wikimedia.org/wiki/File:Dante_Gabriel_Rossetti_-_Paolo_and_Francesca_da_Rimini_-_Google_Art_Project.jpg
,Hendrik Voogd,hendrikvoogd,Italian Landscape with Umbrella Pines,1807,oil on canvas,101.5 × 138.5 cm (40 × 54.5 in),Romantic landscape paintings~1807 oil on canvas paintings~Dutch 19th-century paintings in the Rijksmuseum Amsterdam~Pinus pinea (illustrations)~Hendrik Voogd~Rijksmuseum Amsterdam - Room 1.12~Pinus pinea in Italy~Italy in art,images/ hendrikvoogd_00000039.jpg,http://upload.wikimedia.org/wikipedia/commons/7/76/Hendrik_Voogd_-_Italian_landscape_with_Umbrella_Pines.jpg,http://commons.wikimedia.org/wiki/File:Hendrik_Voogd_-_Italian_landscape_with_Umbrella_Pines.jpg
,Hendrik Voogd,hendrikvoogd,Italian Landscape with Umbrella Pines,1807,oil on canvas,101.5 × 138.5 cm (40 × 54.5 in),Romantic landscape paintings~1807 oil on canvas paintings~Dutch 19th-century paintings in the Rijksmuseum Amsterdam~Pinus pinea (illustrations)~Hendrik Voogd~Rijksmuseum Amsterdam - Room 1.12~Pinus pinea in Italy~Italy in art,images/ hendrikvoogd_00000040.jpg,http://upload.wikimedia.org/wikipedia/commons/7/76/Hendrik_Voogd_-_Italian_landscape_with_Umbrella_Pines.jpg,http://commons.wikimedia.org/wiki/File:Hendrik_Voogd_-_Italian_landscape_with_Umbrella_Pines.jpg
,William Glackens,williamglackens,Merry Christmas (Yuletide Revels),circa 1910,"black conte crayon, ink, transparent and opaque watercolor, graphite, and paper attachment/cream, thick, smooth pulp board",61.9 × 47 cm (24.4 × 18.5 in),William Glackens~Christmas in art~Watercolor paintings in the Brooklyn Museum~American art in the Brooklyn Museum~20th-century watercolor paintings~20th-century paintings in the Brooklyn Museum,images/ williamglackens_00000041.jpg,http://upload.wikimedia.org/wikipedia/commons/e/ee/Brooklyn_Museum_-_Merry_Christmas_%28Yuletide_Revels%29_-_William_Glackens_-_overall.jpg,http://commons.wikimedia.org/wiki/File:Brooklyn_Museum_-_Merry_Christmas_(Yuletide_Revels)_-_William_Glackens_-_overall.jpg
,William Glackens,williamglackens,Merry Christmas (Yuletide Revels),circa 1910,"black conte crayon, ink, transparent and opaque watercolor, graphite, and paper attachment/cream, thick, smooth pulp board",61.9 × 47 cm (24.4 × 18.5 in),William Glackens~Christmas in art~Watercolor paintings in the Brooklyn Museum~American art in the Brooklyn Museum~20th-century watercolor paintings~20th-century paintings in the Brooklyn Museum,images/ williamglackens_00000042.jpg,http://upload.wikimedia.org/wikipedia/commons/e/ee/Brooklyn_Museum_-_Merry_Christmas_%28Yuletide_Revels%29_-_William_Glackens_-_overall.jpg,http://commons.wikimedia.org/wiki/File:Brooklyn_Museum_-_Merry_Christmas_(Yuletide_Revels)_-_William_Glackens_-_overall.jpg
,Marie-Denise Villers,mariedenisevillers,Charlotte du Val d'Ognes,1801,oil on canvas,161.3 × 128.6 cm (63.5 × 50.6 in),Marie-Denise Villers~19th-century portrait paintings in the Metropolitan Museum of Art~French paintings in the Metropolitan Museum of Art~1801 oil on canvas paintings in the United States~1801 portrait paintings from France~19th-century oil portraits of sitting women at full length~People with grey background in art~Females facing left in art~Directoire furniture~Female artists~Females with white dresses in art~Portrait paintings of painters from France~Women facing left in art~Women looking at viewer in art~Salon of 1801,images/ mariedenisevillers_00000043.jpg,http://upload.wikimedia.org/wikipedia/commons/5/5a/Villers_Young_Woman_Drawing.jpg,http://commons.wikimedia.org/wiki/File:Villers_Young_Woman_Drawing.jpg
,Marie-Denise Villers,mariedenisevillers,Charlotte du Val d'Ognes,1801,oil on canvas,161.3 × 128.6 cm (63.5 × 50.6 in),Marie-Denise Villers~19th-century portrait paintings in the Metropolitan Museum of Art~French paintings in the Metropolitan Museum of Art~1801 oil on canvas paintings in the United States~1801 portrait paintings from France~19th-century oil portraits of sitting women at full length~People with grey background in art~Females facing left in art~Directoire furniture~Female artists~Females with white dresses in art~Portrait paintings of painters from France~Women facing left in art~Women looking at viewer in art~Salon of 1801,images/ mariedenisevillers_00000044.jpg,http://upload.wikimedia.org/wikipedia/commons/5/5a/Villers_Young_Woman_Drawing.jpg,http://commons.wikimedia.org/wiki/File:Villers_Young_Woman_Drawing.jpg
,William-Adolphe Bouguereau,williamadolphebouguereau,French: La Vague The Wave,1896,oil on canvas,121 × 160.5 cm (47.6 × 63.2 in),Nude paintings by William-Adolphe Bouguereau~Erotic art of William-Adolphe Bouguereau~19th-century paintings in unidentified private collections~1896 oil on canvas paintings~19th-century oil paintings of sitting women at full length~Beach nudity in art~Female long hair in art~Paintings of nude females in the sea~People with water in art~Waves in art~Nude or partially nude women facing right and looking at viewer in art~Paintings of nude sitting females in the 19th century,images/ williamadolphebouguereau_00000045.jpg,http://upload.wikimedia.org/wikipedia/commons/6/6e/William-Adolphe_Bouguereau_%281825-1905%29_-_The_Wave_%281896%29.jpg,http://commons.wikimedia.org/wiki/File:William-Adolphe_Bouguereau_(1825-1905)_-_The_Wave_(1896).jpg
,William-Adolphe Bouguereau,williamadolphebouguereau,French: La Vague The Wave,1896,oil on canvas,121 × 160.5 cm (47.6 × 63.2 in),Nude paintings by William-Adolphe Bouguereau~Erotic art of William-Adolphe Bouguereau~19th-century paintings in unidentified private collections~1896 oil on canvas paintings~19th-century oil paintings of sitting women at full length~Beach nudity in art~Female long hair in art~Paintings of nude females in the sea~People with water in art~Waves in art~Nude or partially nude women facing right and looking at viewer in art~Paintings of nude sitting females in the 19th century,images/ williamadolphebouguereau_00000046.jpg,http://upload.wikimedia.org/wikipedia/commons/6/6e/William-Adolphe_Bouguereau_%281825-1905%29_-_The_Wave_%281896%29.jpg,http://commons.wikimedia.org/wiki/File:William-Adolphe_Bouguereau_(1825-1905)_-_The_Wave_(1896).jpg
,William-Adolphe Bouguereau,williamadolphebouguereau,Gabrielle Cot,1890,oil on canvas,45.7 × 38.1 cm (18 × 15 in),Portrait paintings of women of France~Female hair fashion in art~Bun hairstyle~19th-century portraits of women at bust length~1890 paintings~Portraits by William-Adolphe Bouguereau~1890s portrait paintings~19th-century oil on canvas paintings~Women looking at viewer in art,images/ williamadolphebouguereau_00000047.jpg,http://upload.wikimedia.org/wikipedia/commons/9/94/Gabrielle_Cot_1890.jpg,http://commons.wikimedia.org/wiki/File:Gabrielle_Cot_1890.jpg
,William-Adolphe Bouguereau,williamadolphebouguereau,Gabrielle Cot,1890,oil on canvas,45.7 × 38.1 cm (18 × 15 in),Portrait paintings of women of France~Female hair fashion in art~Bun hairstyle~19th-century portraits of women at bust length~1890 paintings~Portraits by William-Adolphe Bouguereau~1890s portrait paintings~19th-century oil on canvas paintings~Women looking at viewer in art,images/ williamadolphebouguereau_00000048.jpg,http://upload.wikimedia.org/wikipedia/commons/9/94/Gabrielle_Cot_1890.jpg,http://commons.wikimedia.org/wiki/File:Gabrielle_Cot_1890.jpg
,Santiago Rusiñol,santiagorusiñol,Portrait of Pere Ferran Painting,1895,Conté pencil and charcoal on paper,Height:  315 mm (12.4 in). Width:  482 mm (18.98 in).,Drawings by Santiago Rusiñol in the MNAC~Charcoal portraits,images/ santiagorusiñol_00000049.jpg,http://upload.wikimedia.org/wikipedia/commons/e/e5/Santiago_Rusi%C3%B1ol_-_Portrait_of_Pere_Ferran_Painting_-_Google_Art_Project.jpg,http://commons.wikimedia.org/wiki/File:Santiago_Rusi%C3%B1ol_-_Portrait_of_Pere_Ferran_Painting_-_Google_Art_Project.jpg
,Santiago Rusiñol,santiagorusiñol,Portrait of Pere Ferran Painting,1895,Conté pencil and charcoal on paper,Height:  315 mm (12.4 in). Width:  482 mm (18.98 in).,Drawings by Santiago Rusiñol in the MNAC~Charcoal portraits,images/ santiagorusiñol_00000050.jpg,http://upload.wikimedia.org/wikipedia/commons/e/e5/Santiago_Rusi%C3%B1ol_-_Portrait_of_Pere_Ferran_Painting_-_Google_Art_Project.jpg,http://commons.wikimedia.org/wiki/File:Santiago_Rusi%C3%B1ol_-_Portrait_of_Pere_Ferran_Painting_-_Google_Art_Project.jpg
,Thomas Gainsborough,thomasgainsborough,Country Lane with Gypsies Resting,between 1760 and 1765,"""Watercolor and gouache over graphite and black chalk; verso: graphite on moderately thick, moderately textured, cream prepared wove paper""",Height:  286 mm (11.26 in). Width:  235 mm (9.25 in).,Drawings by Thomas Gainsborough~18th-century landscape drawings~Roma people in art~Gouache paintings~Paintings in the Yale Center for British Art,images/ thomasgainsborough_00000051.jpg,http://upload.wikimedia.org/wikipedia/commons/c/cc/Thomas_Gainsborough_-_Country_Lane_with_Gypsies_Resting_-_Google_Art_Project.jpg,http://commons.wikimedia.org/wiki/File:Thomas_Gainsborough_-_Country_Lane_with_Gypsies_Resting_-_Google_Art_Project.jpg
,Thomas Gainsborough,thomasgainsborough,Country Lane with Gypsies Resting,between 1760 and 1765,"""Watercolor and gouache over graphite and black chalk; verso: graphite on moderately thick, moderately textured, cream prepared wove paper""",Height:  286 mm (11.26 in). Width:  235 mm (9.25 in).,Drawings by Thomas Gainsborough~18th-century landscape drawings~Roma people in art~Gouache paintings~Paintings in the Yale Center for British Art,images/ thomasgainsborough_00000052.jpg,http://upload.wikimedia.org/wikipedia/commons/c/cc/Thomas_Gainsborough_-_Country_Lane_with_Gypsies_Resting_-_Google_Art_Project.jpg,http://commons.wikimedia.org/wiki/File:Thomas_Gainsborough_-_Country_Lane_with_Gypsies_Resting_-_Google_Art_Project.jpg
,Samuel Palmer,samuelpalmer,The Valley of Vision,Unknown date,"""Gouache, brush and brown ink, brown and gray wash, over graphite on moderately thick, slightly textured, cream wove paper (wrapper for Creswick crayon paper)""",Height:  283 mm (11.14 in). Width:  445 mm (17.52 in).,Drawings by Samuel Palmer~Gouache paintings~Shepherds in art~19th-century landscape drawings,images/ samuelpalmer_00000053.jpg,http://upload.wikimedia.org/wikipedia/commons/d/dd/Samuel_Palmer_-_The_Valley_of_Vision_-_Google_Art_Project.jpg,http://commons.wikimedia.org/wiki/File:Samuel_Palmer_-_The_Valley_of_Vision_-_Google_Art_Project.jpg
,Samuel Palmer,samuelpalmer,The Valley of Vision,Unknown date,"""Gouache, brush and brown ink, brown and gray wash, over graphite on moderately thick, slightly textured, cream wove paper (wrapper for Creswick crayon paper)""",Height:  283 mm (11.14 in). Width:  445 mm (17.52 in).,Drawings by Samuel Palmer~Gouache paintings~Shepherds in art~19th-century landscape drawings,images/ samuelpalmer_00000054.jpg,http://upload.wikimedia.org/wikipedia/commons/d/dd/Samuel_Palmer_-_The_Valley_of_Vision_-_Google_Art_Project.jpg,http://commons.wikimedia.org/wiki/File:Samuel_Palmer_-_The_Valley_of_Vision_-_Google_Art_Project.jpg
,Édouard Manet,edouardmanet, Français : Homme au Chapeau Rond English: Portrait of Alphonse Maureau,circa 1880,pastel and gouache on canvas (canvas prepared with a gouache ground),54 × 46 cm (21.3 × 18.1 in),"Pastel portraits by Édouard Manet~Paintings by Édouard Manet in the Art Institute of Chicago~Alphonse Maureau~19th-century gouache portraits of men~19th-century pastel portraits of men at half length~18th-century portrait paintings in the United States~Portrait paintings of men wearing hats~Three-quarter view portrait paintings of men, facing right",images/ edouardmanet_00000055.jpg,http://upload.wikimedia.org/wikipedia/commons/0/06/%C3%89douard_Manet_-_Homme_au_Chapeau_Rond.jpg,http://commons.wikimedia.org/wiki/File:%C3%89douard_Manet_-_Homme_au_Chapeau_Rond.jpg
,Édouard Manet,edouardmanet, Français : Homme au Chapeau Rond English: Portrait of Alphonse Maureau,circa 1880,pastel and gouache on canvas (canvas prepared with a gouache ground),54 × 46 cm (21.3 × 18.1 in),"Pastel portraits by Édouard Manet~Paintings by Édouard Manet in the Art Institute of Chicago~Alphonse Maureau~19th-century gouache portraits of men~19th-century pastel portraits of men at half length~18th-century portrait paintings in the United States~Portrait paintings of men wearing hats~Three-quarter view portrait paintings of men, facing right",images/ edouardmanet_00000056.jpg,http://upload.wikimedia.org/wikipedia/commons/0/06/%C3%89douard_Manet_-_Homme_au_Chapeau_Rond.jpg,http://commons.wikimedia.org/wiki/File:%C3%89douard_Manet_-_Homme_au_Chapeau_Rond.jpg
,Frederic Edwin Church,fredericchurch,Aurora Borealis,1865,oil on canvas,"Height:  1,422.4 mm (56 in). Width:  2,120.9 mm (83.5 in).",Paintings by Frederic Edwin Church~1860s landscape paintings~Aurora borealis in art~1865 oil on canvas paintings in the United States~Landscape paintings in the Smithsonian American Art Museum~Oil paintings of landscapes~Sky in art,images/ fredericchurch_00000057.jpg,http://upload.wikimedia.org/wikipedia/commons/d/da/Frederic_Edwin_Church_-_Aurora_Borealis_-_Google_Art_Project.jpg,http://commons.wikimedia.org/wiki/File:Frederic_Edwin_Church_-_Aurora_Borealis_-_Google_Art_Project.jpg
,Frederic Edwin Church,fredericchurch,Aurora Borealis,1865,oil on canvas,"Height:  1,422.4 mm (56 in). Width:  2,120.9 mm (83.5 in).",Paintings by Frederic Edwin Church~1860s landscape paintings~Aurora borealis in art~1865 oil on canvas paintings in the United States~Landscape paintings in the Smithsonian American Art Museum~Oil paintings of landscapes~Sky in art,images/ fredericchurch_00000058.jpg,http://upload.wikimedia.org/wikipedia/commons/d/da/Frederic_Edwin_Church_-_Aurora_Borealis_-_Google_Art_Project.jpg,http://commons.wikimedia.org/wiki/File:Frederic_Edwin_Church_-_Aurora_Borealis_-_Google_Art_Project.jpg
,Carl Philipp Fohr,carlfohr,Knight before the Charcoal Burner's Hut,1816,oil on canvas,Height:  51 cm (20.1 in). Width:  64 cm (25.2 in).,Carl Philipp Fohr~Paintings in the Alte Nationalgalerie~1816 paintings,images/ carlfohr_00000059.jpg,http://upload.wikimedia.org/wikipedia/commons/8/80/Carl_Philipp_Fohr_-_Knight_before_the_Charcoal_Burner%27s_Hut_-_WGA7968.jpg,http://commons.wikimedia.org/wiki/File:Carl_Philipp_Fohr_-_Knight_before_the_Charcoal_Burner%27s_Hut_-_WGA7968.jpg
,Carl Philipp Fohr,carlfohr,Knight before the Charcoal Burner's Hut,1816,oil on canvas,Height:  51 cm (20.1 in). Width:  64 cm (25.2 in).,Carl Philipp Fohr~Paintings in the Alte Nationalgalerie~1816 paintings,images/ carlfohr_00000060.jpg,http://upload.wikimedia.org/wikipedia/commons/8/80/Carl_Philipp_Fohr_-_Knight_before_the_Charcoal_Burner%27s_Hut_-_WGA7968.jpg,http://commons.wikimedia.org/wiki/File:Carl_Philipp_Fohr_-_Knight_before_the_Charcoal_Burner%27s_Hut_-_WGA7968.jpg
,David Martin,davidmartin,Portrait of Benjamin Franklin,1767,"oil on canvas, mounted on panel",127.2 × 101.4 cm (50.1 × 39.9 in),"David Martin (artist)~Portrait paintings in the White House~Paintings of Benjamin Franklin~1767 oil on canvas paintings in the United States~1767 portrait paintings~18th-century cabinet portraits~18th-century oil portraits of sitting men at half length~18th-century portrait paintings in the United States~Blue clothing in art, male~Busts in portrait paintings~Chairs in portrait paintings~Concentration in art~Portrait paintings of men with glasses~Men facing left in art~Paintings of sitting men reading indoors~Powdered wigs in art",images/ davidmartin_00000061.jpg,http://upload.wikimedia.org/wikipedia/commons/a/a3/Benjamin_Franklin_1767.jpg,http://commons.wikimedia.org/wiki/File:Benjamin_Franklin_1767.jpg
,David Martin,davidmartin,Portrait of Benjamin Franklin,1767,"oil on canvas, mounted on panel",127.2 × 101.4 cm (50.1 × 39.9 in),"David Martin (artist)~Portrait paintings in the White House~Paintings of Benjamin Franklin~1767 oil on canvas paintings in the United States~1767 portrait paintings~18th-century cabinet portraits~18th-century oil portraits of sitting men at half length~18th-century portrait paintings in the United States~Blue clothing in art, male~Busts in portrait paintings~Chairs in portrait paintings~Concentration in art~Portrait paintings of men with glasses~Men facing left in art~Paintings of sitting men reading indoors~Powdered wigs in art",images/ davidmartin_00000062.jpg,http://upload.wikimedia.org/wikipedia/commons/a/a3/Benjamin_Franklin_1767.jpg,http://commons.wikimedia.org/wiki/File:Benjamin_Franklin_1767.jpg
,Samuel Palmer,samuelpalmer,Conway Castle,1836,"""Graphite, watercolor, gouache and pen and brown ink on medium, smooth, brown wove paper on heavy card""",Height:  591 mm (23.27 in). Width:  762 mm (30 in).,Watercolor paintings by Samuel Palmer~Drawings by Samuel Palmer~Gouache paintings~Conwy Castle in art~1836 drawings~1836 watercolor paintings,images/ samuelpalmer_00000063.jpg,http://upload.wikimedia.org/wikipedia/commons/a/a3/Samuel_Palmer_-_Conway_Castle_-_Google_Art_Project.jpg,http://commons.wikimedia.org/wiki/File:Samuel_Palmer_-_Conway_Castle_-_Google_Art_Project.jpg
,Samuel Palmer,samuelpalmer,Conway Castle,1836,"""Graphite, watercolor, gouache and pen and brown ink on medium, smooth, brown wove paper on heavy card""",Height:  591 mm (23.27 in). Width:  762 mm (30 in).,Watercolor paintings by Samuel Palmer~Drawings by Samuel Palmer~Gouache paintings~Conwy Castle in art~1836 drawings~1836 watercolor paintings,images/ samuelpalmer_00000064.jpg,http://upload.wikimedia.org/wikipedia/commons/a/a3/Samuel_Palmer_-_Conway_Castle_-_Google_Art_Project.jpg,http://commons.wikimedia.org/wiki/File:Samuel_Palmer_-_Conway_Castle_-_Google_Art_Project.jpg
taken with camera,Frederic Leighton,fredericleighton,The Reconciliation of the Montagues and the Capulets,1854,"watercolor and gouache over graphite on paper (moderately thick, slightly textured, cream laid paper)",39.6 × 52.7 cm (15.6 × 20.7 in),Romeo and Juliet in art~Reconciliation~Suicide in art~19th-century watercolor paintings in the United States~1854 paintings~1850s paintings in the United States~Death in paintings~Paintings in the Yale Center for British Art~Historical paintings of the Middle Ages by Frederic Leighton,images/ fredericleighton_00000065.jpg,http://upload.wikimedia.org/wikipedia/commons/8/88/Leighton_-_Reconciliation_watercolor.jpg,http://commons.wikimedia.org/wiki/File:Leighton_-_Reconciliation_watercolor.jpg
taken with camera,Frederic Leighton,fredericleighton,The Reconciliation of the Montagues and the Capulets,1854,"watercolor and gouache over graphite on paper (moderately thick, slightly textured, cream laid paper)",39.6 × 52.7 cm (15.6 × 20.7 in),Romeo and Juliet in art~Reconciliation~Suicide in art~19th-century watercolor paintings in the United States~1854 paintings~1850s paintings in the United States~Death in paintings~Paintings in the Yale Center for British Art~Historical paintings of the Middle Ages by Frederic Leighton,images/ fredericleighton_00000066.jpg,http://upload.wikimedia.org/wikipedia/commons/8/88/Leighton_-_Reconciliation_watercolor.jpg,http://commons.wikimedia.org/wiki/File:Leighton_-_Reconciliation_watercolor.jpg
,Gustave Moreau,gustavemoreau,Saint George and the Dragon,circa 1869,"pencil, watercolor and gouache on paper",28.5 × 18.9 cm (11.2 × 7.4 in),Gustave Moreau~Paintings of Saint George and the Dragon,images/ gustavemoreau_00000067.jpg,http://upload.wikimedia.org/wikipedia/commons/f/f6/Gustave_Moreau_-_Saint-Georges_et_le_dragon_%28c.1869%29.jpg,http://commons.wikimedia.org/wiki/File:Gustave_Moreau_-_Saint-Georges_et_le_dragon_(c.1869).jpg
,Gustave Moreau,gustavemoreau,Saint George and the Dragon,circa 1869,"pencil, watercolor and gouache on paper",28.5 × 18.9 cm (11.2 × 7.4 in),Gustave Moreau~Paintings of Saint George and the Dragon,images/ gustavemoreau_00000068.jpg,http://upload.wikimedia.org/wikipedia/commons/f/f6/Gustave_Moreau_-_Saint-Georges_et_le_dragon_%28c.1869%29.jpg,http://commons.wikimedia.org/wiki/File:Gustave_Moreau_-_Saint-Georges_et_le_dragon_(c.1869).jpg
